Date,Open,High,Low,Close,Volume
2025-02-10 12:15:04.807151,17916.445275025442,17978.830174426526,17894.113792112657,17895.5549150022,1860626.6581037214
2025-02-10 12:20:04.807151,17916.44819298426,17985.100005571137,17916.44819298426,17935.48082026332,2822675.096806066
2025-02-10 12:25:04.807151,17915.50931452588,17960.486272746384,17891.48786884278,17932.64559349045,3836315.3591119694
2025-02-10 12:30:04.807151,17938.96637526661,17944.025856707693,17920.505404939147,17933.21447415795,4059941.4317026283
2025-02-10 12:35:04.807151,17957.622716442376,17961.12741878615,17786.105468491638,17958.363162310667,2193942.6937588356
2025-02-10 12:40:04.807151,17968.93788747554,17977.224113116703,17923.088623639993,17947.211741055067,2883899.7863895046
2025-02-10 12:45:04.807151,17916.742404535118,18093.871464368312,17916.742404535118,17961.269362773204,5036631.700693405
2025-02-10 12:50:04.807151,17960.59631590732,17983.340883217832,17906.91757198101,17959.081914069593,4476948.975024392
2025-02-10 12:55:04.807151,17974.055541898135,17974.055541898135,17921.294207961982,17948.423824127865,3319087.5387582816
2025-02-10 13:00:04.807151,17978.594278493012,17978.594278493012,17928.44083389191,17949.334344163166,3227247.445166627
2025-02-10 13:05:04.807151,17946.90088625824,18019.40985942877,17869.95790013544,17955.87551450876,6150748.646989136
2025-02-10 13:10:04.807151,17925.9565604651,17989.464186887686,17925.9565604651,17967.16653414972,6106899.552320731
2025-02-10 13:15:04.807151,18006.481075443702,18051.040366404774,17963.245142736607,17980.994761562193,2744152.2290862
2025-02-10 13:20:04.807151,17978.792865282678,17989.09623471547,17915.982354806274,17978.86089115518,799047.7830423804
2025-02-10 13:25:04.807151,18004.83123630621,18010.689837464477,17935.10323817564,17972.019040086805,1498272.9149757463
2025-02-10 13:30:04.807151,17967.38029628823,18006.825677091303,17924.675663840164,17970.514559981366,1667231.1954181555
2025-02-10 13:35:04.807151,17980.394444277983,17995.70148680135,17929.06986603623,17964.645574593273,3304669.567711356
2025-02-10 13:40:04.807151,17952.33114027049,17994.989456097588,17887.733718655996,17964.2896897645,4770038.816901717
2025-02-10 13:45:04.807151,17952.32414324998,17982.986209163228,17888.355820356668,17963.77169283339,5160790.612093866
2025-02-10 13:50:04.807151,17996.2791893891,17996.2791893891,17920.504757775183,17966.893978638713,2305916.8895824985
2025-02-10 13:55:04.807151,17983.777845392582,17983.777845392582,17941.699056105193,17961.005776671904,2753114.6318139625
2025-02-10 14:00:04.807151,17960.504092414423,17962.525805679357,17811.75537076261,17959.0286934162,3510089.586188689
2025-02-10 14:05:04.807151,17975.8117764665,17978.02517442896,17934.967080577266,17957.506153609702,3542698.2839381318
2025-02-10 14:10:04.807151,17945.33312519019,18002.53570084245,17945.33312519019,17961.71893875413,2985797.1055703238
2025-02-10 14:15:04.807151,17961.74690568128,17975.740159714052,17928.92596426509,17959.03196492531,13871595.899889627
2025-02-10 14:20:04.807151,17960.86807634547,18030.16009954179,17951.180293958787,17960.623301607342,4578217.82743568
2025-02-10 14:25:04.807151,17947.00113040343,18021.366476344123,17884.39492399143,17961.185796534515,2295123.575940944
2025-02-10 14:30:04.807151,17945.210370202214,17979.126380054407,17945.210370202214,17964.172255812417,3996877.225463345
2025-02-10 14:35:04.807151,17930.245587377944,17998.530220583707,17930.245587377944,17966.43961000983,3265751.6406363808
2025-02-10 14:40:04.807151,17949.0563205963,18019.210590609066,17908.130978508896,17967.615472485264,3564939.7108794004
2025-02-10 14:45:04.807151,18000.458362217425,18000.458362217425,17899.338434344343,17967.429463024197,2649580.4002911667
2025-02-10 14:50:04.807151,17935.501088654964,17984.15813016055,17935.501088654964,17965.689608024048,2734278.111294237
2025-02-10 14:55:04.807151,17965.06792623129,18052.274105678225,17927.739873312887,17966.96322418214,1596861.3867052183
2025-02-10 15:00:04.807151,17969.705078846226,17991.776779909454,17955.79997791545,17968.62840361888,3741906.838938927
2025-02-10 15:05:04.807151,17964.140441779244,18018.85030923214,17919.31734939141,17967.146594223745,4290819.435370618
2025-02-10 15:10:04.807151,17982.856369532677,18011.982788220044,17889.18047776325,17966.19142778645,3181934.2321567885
2025-02-10 15:15:04.807151,17961.2498021993,17995.96792609787,17848.38425213595,17967.427446101494,6664912.718947045
2025-02-10 15:20:04.807151,17984.559085619316,17984.559085619316,17944.364696641114,17968.769335307003,4155109.664106163
2025-02-10 15:25:04.807151,17978.636390214277,18039.94961647771,17956.07456227832,17968.362122412767,4325922.552881753
2025-02-10 15:30:04.807151,17944.04588043777,18014.839008763673,17924.8223227986,17968.660800696274,4753862.2567874165
2025-02-11 09:15:04.807151,17989.5323198499,17989.5323198499,17896.064263395972,17968.051620805145,4821281.60903776
2025-02-11 09:20:04.807151,17962.413627342143,18073.768821311016,17961.78256239275,17969.99324080741,5032218.87200113
2025-02-11 09:25:04.807151,17937.806873384674,17985.622163345575,17937.806873384674,17969.44532532958,2431591.5203005574
2025-02-11 09:30:04.807151,17977.914254177056,18001.62892018696,17951.436133491337,17970.855348334433,8489819.261237366
2025-02-11 09:35:04.807151,17965.696881145283,18017.75225507507,17957.819365417705,17971.716036613485,2448076.4498693673
2025-02-11 09:40:04.807151,18000.98612790247,18037.651073743757,17857.329132359904,17973.925762430517,7545030.568434415
2025-02-11 09:45:04.807151,17993.61805531489,18007.12101844242,17967.286712534322,17973.735373544714,5592331.373367039
2025-02-11 09:50:04.807151,17957.518262492198,18033.65119144147,17957.518262492198,17974.696525408697,3540804.1236570794
2025-02-11 09:55:04.807151,17991.75427579957,18008.50313725304,17944.48560834867,17973.893534297957,5564002.989547943
2025-02-11 10:00:04.807151,17961.383176728836,18064.979636765995,17898.153589016198,17972.96571925163,3894735.85009125
2025-02-11 10:05:04.807151,17943.183303788777,18025.422646959865,17943.183303788777,17974.423705677546,7236512.742514399
2025-02-11 10:10:04.807151,17963.37699261482,18004.12823540414,17954.76972693853,17973.36969163532,3033990.4982270715
2025-02-11 10:15:04.807151,17949.481120279,17988.553297135917,17949.481120279,17974.021456633272,4227311.542485313
2025-02-11 10:20:04.807151,17973.776080923028,17996.589987956122,17973.776080923028,17975.883928975632,2880821.133985357
2025-02-11 10:25:04.807151,18010.58707158325,18010.58707158325,17954.373991116026,17977.6981589747,2521165.4121869123
2025-02-11 10:30:04.807151,17979.113141735277,18008.16022626248,17949.13004358301,17977.664964489682,3794542.8294012723
2025-02-11 10:35:04.807151,17985.959993625616,18047.929554039685,17967.490450397938,17976.988534424076,7919267.46257186
2025-02-11 10:40:04.807151,17958.95485734152,17980.255273852832,17951.41797374317,17978.34449894399,4931925.470359389
2025-02-11 10:45:04.807151,17968.629990326284,18040.39418989654,17968.629990326284,17980.632551525498,3529864.09294413
2025-02-11 10:50:04.807151,17990.436648410516,18050.11731694177,17902.357391916365,17980.597216019418,3534297.768836617
2025-02-11 10:55:04.807151,17979.36407705869,18056.13215375602,17918.325463124384,17980.694343061725,1654413.9758547544
2025-02-11 11:00:04.807151,17967.734916031473,18046.870642640028,17855.25405347183,17981.211301986437,2365452.9614466224
2025-02-11 11:05:04.807151,17999.24289979685,18003.90740687599,17892.791418094916,17982.49032434129,2427383.9947621683
2025-02-11 11:10:04.807151,17985.016475799323,18006.2861026698,17915.08883758285,17984.432570407807,3821721.1428641547
2025-02-11 11:15:04.807151,18021.39167313964,18021.39167313964,17928.048769799796,17983.87269372512,5690053.6222084705
2025-02-11 11:20:04.807151,17995.729605289253,17995.729605289253,17971.611727856045,17983.285773003816,3194217.6111212275
2025-02-11 11:25:04.807151,17962.881055972543,18011.236294232127,17933.521648921145,17986.22184071953,3806231.1891550156
2025-02-11 11:30:04.807151,17988.30204514369,17988.564116277004,17938.411832981772,17986.856907554265,3464050.9654542413
2025-02-11 11:35:04.807151,17965.201454099635,17995.613901737273,17909.594980456557,17988.06829412973,3633083.7027714066
2025-02-11 11:40:04.807151,18024.13396205404,18089.63874894546,17945.69005653402,17988.118628204702,3380921.132856572
2025-02-11 11:45:04.807151,17970.330424624797,18019.97170476861,17960.43919520361,17989.446346319706,4065091.079405119
2025-02-11 11:50:04.807151,18009.489418391473,18009.489418391473,17964.917610217744,17991.31579509713,2337518.813541232
2025-02-11 11:55:04.807151,18008.484644379037,18008.484644379037,17954.420358419888,17992.595576757474,5172275.082432487
2025-02-11 12:00:04.807151,17980.315372947185,18034.216053157834,17951.24458168109,17995.709287826525,1942724.93616329
2025-02-11 12:05:04.807151,18001.6191820675,18025.62153558655,17951.294040955734,17996.012922771955,1507323.661699065
2025-02-11 12:10:04.807151,18000.616709208316,18045.72118489282,17862.57217119307,17996.55303494737,3629940.9375066073
2025-02-11 12:15:04.807151,18011.539224554414,18024.38287558831,17911.632277079756,17997.712042670402,3177863.5593057843
2025-02-11 12:20:04.807151,18000.89729066659,18032.48351058841,17987.61184166816,17999.13816610605,2800160.641940029
2025-02-11 12:25:04.807151,17987.113283524395,18032.312518531904,17932.836339736554,18000.316276153462,2706885.2241136497
2025-02-11 12:30:04.807151,18010.410398811186,18039.040233971038,17989.59264535595,17999.66529732803,4585484.924561801
2025-02-11 12:35:04.807151,18009.820352566763,18061.76151550102,17978.43445502512,18000.89051012331,2170777.7978980727
2025-02-11 12:40:04.807151,17984.12982341094,18009.087019915714,17894.55659844428,18001.38046283029,2004287.9085521167
2025-02-11 12:45:04.807151,17959.880341818218,18016.995868154958,17959.880341818218,18001.74939679098,4298369.3263636865
2025-02-11 12:50:04.807151,18012.398380346647,18012.398380346647,17954.363838185123,18002.673890525897,4961547.127651877
2025-02-11 12:55:04.807151,18009.395051998607,18014.537595233836,17977.955013926046,18002.802081111804,2231589.659137999
2025-02-11 13:00:04.807151,18010.575726822783,18043.38110368517,17912.42277363364,18003.02048198718,6310279.453893485
2025-02-11 13:05:04.807151,18026.766714452613,18077.69915357972,18002.522893957805,18002.649943731547,2943807.082581682
2025-02-11 13:10:04.807151,18018.422002770447,18076.635146528984,17993.019091363774,18004.338578153547,2830328.4853220796
2025-02-11 13:15:04.807151,18027.624778831512,18059.066106935854,17989.505366933456,18005.69594162331,3725865.16022396
2025-02-11 13:20:04.807151,18019.795188835087,18026.890147616163,17987.467996059084,18006.48146140873,3568843.5049307514
2025-02-11 13:25:04.807151,18009.073510181377,18056.420529502975,17953.94488234701,18006.7654007771,5177394.1710776985
2025-02-11 13:30:04.807151,17984.624458343358,18108.96852448667,17962.589435481048,18005.56092894406,11406153.44601955
2025-02-11 13:35:04.807151,18033.310976485474,18034.74592437857,17987.332096816375,18005.8247686001,2108088.2184282774
2025-02-11 13:40:04.807151,18002.05123911462,18067.72564524796,17998.161001413704,18007.21954772663,2953830.965349898
2025-02-11 13:45:04.807151,17996.30922256862,18044.709498418262,17948.868433671436,18008.969799854192,3014059.9928272585
2025-02-11 13:50:04.807151,18020.442606298526,18089.868462747665,18002.661558161813,18010.613157406264,9517871.451442277
2025-02-11 13:55:04.807151,17977.55190676005,18013.77191440626,17967.00884852709,18011.720055972222,1591227.3695974979
2025-02-11 14:00:04.807151,17998.409114656803,18030.37090071514,17990.44877919426,18014.24285268756,3412055.6438777787
2025-02-11 14:05:04.807151,18002.907569444054,18051.028242854285,17982.793189386997,18014.60876848433,4903812.2359177265
2025-02-11 14:10:04.807151,18002.758775322876,18042.93257910899,17952.059584836283,18016.865338846455,6562286.529436883
2025-02-11 14:15:04.807151,18051.731768285463,18082.018826970787,18010.945487243498,18017.169460774392,3283665.709900453
2025-02-11 14:20:04.807151,18015.68610805507,18057.402750157184,17998.046494354792,18017.032876135785,7381925.574428105
2025-02-11 14:25:04.807151,18005.522057297607,18055.213012255677,17985.371360140314,18017.06364594381,2611119.984352304
2025-02-11 14:30:04.807151,18016.193037514062,18053.330964259385,17985.611761552293,18017.310016985717,3182642.5744559416
2025-02-11 14:35:04.807151,18032.691472433737,18048.19034482143,17867.10960650281,18018.543291624344,1669181.5239326714
2025-02-11 14:40:04.807151,17984.195716111513,18073.755621366916,17931.01376289115,18018.90719656343,6188432.532198365
2025-02-11 14:45:04.807151,18020.96888846622,18020.96888846622,17988.208392675962,18019.172518689076,2639177.927008411
2025-02-11 14:50:04.807151,18011.01069382306,18091.911759333445,17931.995905590575,18020.437751725724,3762821.811281535
2025-02-11 14:55:04.807151,18025.295336560266,18027.798194349925,17995.146065506655,18021.580467944168,8725461.816971699
2025-02-11 15:00:04.807151,18000.9305325335,18087.277042354664,17947.427557143354,18023.30814855823,2599047.707928865
2025-02-11 15:05:04.807151,18020.067559563588,18026.2039709419,17978.067729880146,18024.7831955291,7597601.638986982
2025-02-11 15:10:04.807151,18022.320978151594,18052.07114588728,17895.258145994445,18024.760969302835,7184390.065298438
2025-02-11 15:15:04.807151,18001.859284400853,18035.02839143655,18001.859284400853,18025.728062401122,4015793.3257091683
2025-02-11 15:20:04.807151,18059.334030171696,18060.184485422084,18022.267106025985,18026.741455524374,4125278.890594998
2025-02-11 15:25:04.807151,18034.220715106254,18129.839310971372,18026.23840237536,18026.787025798894,3125066.809165976
2025-02-11 15:30:04.807151,18043.394549524786,18055.198977599946,17976.937190537603,18026.953353204754,4018164.2946223305
2025-02-12 09:15:04.807151,18020.57187038915,18078.33232102405,18015.974682120424,18027.503674928095,3555861.614394115
2025-02-12 09:20:04.807151,18031.37466229949,18093.757308780976,17961.296652852503,18029.4765752738,11055290.982625151
2025-02-12 09:25:04.807151,18007.80872261692,18059.113320503777,17966.5294106773,18029.981738101324,5220802.2101512635
2025-02-12 09:30:04.807151,18018.440366035702,18104.306114335504,17991.951996166677,18031.898866074738,8057316.178776987
2025-02-12 09:35:04.807151,18015.69071234165,18043.967526276934,17969.482480196017,18032.26064808573,3397653.8332715067
2025-02-12 09:40:04.807151,18037.607563324927,18107.305629574366,17997.995672381327,18033.975480725225,9402529.38585712
2025-02-12 09:45:04.807151,18064.75889166148,18072.202113975258,18014.786495922734,18035.919587648583,7295477.488870866
2025-02-12 09:50:04.807151,18052.21421222894,18060.781624659263,18023.4760909013,18038.14732988917,5871635.162691781
2025-02-12 09:55:04.807151,18070.827841122486,18070.827841122486,17982.888199112906,18039.68640212795,6204457.631745342
2025-02-12 10:00:04.807151,18054.006054885347,18054.006054885347,18039.23034336176,18042.80863682562,4621712.222138758
2025-02-12 10:05:04.807151,18050.390524836646,18071.30073458667,18013.565121202875,18044.492223575315,6414377.782889199
2025-02-12 10:10:04.807151,18027.847198225165,18102.882543237512,18016.248876932987,18048.737800952462,6368453.0932749305
2025-02-12 10:15:04.807151,18054.573223667096,18064.02750248722,17954.16368359619,18045.364377894944,5741728.634634239
2025-02-12 10:20:04.807151,18036.808115180316,18095.88633298953,18033.723831946358,18047.26263860069,5678240.740748741
2025-02-12 10:25:04.807151,18062.2789797087,18063.49750480481,17981.705377796785,18048.89358669605,4508912.456547777
2025-02-12 10:30:04.807151,18024.36196848129,18226.102032347248,17990.01495122963,18047.652021975897,1865976.6382906302
2025-02-12 10:35:04.807151,18045.70074998202,18079.65337959563,17981.67810067459,18049.69914971302,3656681.6661718017
2025-02-12 10:40:04.807151,18050.014096035917,18084.66276400138,17960.40551535141,18047.626401578418,2595509.5013387366
2025-02-12 10:45:04.807151,18079.869032682065,18142.371441677697,18045.319845245813,18047.20774945082,1955214.8034032946
2025-02-12 10:50:04.807151,18028.74316189207,18049.806976406693,18024.333308742378,18045.03340807628,4551851.369269658
2025-02-12 10:55:04.807151,18066.11280644553,18083.583313504376,18043.593086040222,18048.631688211943,8394095.769686308
2025-02-12 11:00:04.807151,18063.493146158056,18119.743259839073,18032.86251400342,18049.00376081493,1169270.412129497
2025-02-12 11:05:04.807151,18044.387095882426,18127.56034200816,17972.866085018308,18053.623012576292,2251458.0805928526
2025-02-12 11:10:04.807151,18061.018939332815,18064.918386831552,18030.749176618065,18056.602979615654,3495510.474608149
2025-02-12 11:15:04.807151,18052.09253388384,18154.047935153678,17962.178856437957,18058.718082246618,4459594.187964734
2025-02-12 11:20:04.807151,18058.981790613405,18062.65079475503,18048.91747243319,18058.13883463612,2948508.8200289286
2025-02-12 11:25:04.807151,18071.736686841443,18107.51085054447,18040.651087656606,18057.008128174242,4483183.726667178
2025-02-12 11:30:04.807151,18102.956609416673,18140.906004824887,18035.413194993464,18058.799915867916,6287342.21933857
2025-02-12 11:35:04.807151,18076.21163773934,18076.21163773934,18032.656807175794,18059.579338744352,3875211.5493712625
2025-02-12 11:40:04.807151,18064.049590190563,18083.297019863152,17996.187787191397,18058.549685774615,4107218.3811576385
2025-02-12 11:45:04.807151,18084.259609107954,18113.033598301405,18028.595755717542,18057.451942620635,1525021.5703082343
2025-02-12 11:50:04.807151,18031.80121461653,18076.99077289737,17955.87140952015,18057.154001056017,1085052.711840273
2025-02-12 11:55:04.807151,18049.848718684334,18103.926667787473,17965.415479480584,18059.816376333252,2466747.585605915
2025-02-12 12:00:04.807151,18061.030098345826,18136.221707304103,18018.82856151971,18063.98481775991,3415680.032560159
2025-02-12 12:05:04.807151,18045.224356644267,18081.981671493657,18045.224356644267,18065.356169302424,3728168.907050879
2025-02-12 12:10:04.807151,18055.582156272805,18093.961644409166,18037.815939219607,18066.558854866853,3693364.8120837514
2025-02-12 12:15:04.807151,18036.641377053646,18071.968782329677,18036.641377053646,18066.86759657196,2474353.8093189034
2025-02-12 12:20:04.807151,18043.76459470255,18094.090137611805,18019.77283799324,18066.527898874134,3923739.18519918
2025-02-12 12:25:04.807151,18062.101503807797,18153.91828104937,17961.768571363275,18068.851968738076,3206922.841009341
2025-02-12 12:30:04.807151,18051.856264760034,18111.236300517758,18044.565340018347,18072.41713358828,3479636.333330247
2025-02-12 12:35:04.807151,18080.02192102618,18093.620275169054,18056.266923058185,18071.476597127312,3574108.890918159
2025-02-12 12:40:04.807151,18076.315300360853,18161.971153632305,18057.783604634875,18072.237124457453,2485035.443946484
2025-02-12 12:45:04.807151,18078.69028488595,18084.36738461659,18009.450828996614,18072.494226671468,2713588.8435099986
2025-02-12 12:50:04.807151,18063.377932307645,18147.60837718482,17980.550546377803,18072.94268385064,8643684.588166844
2025-02-12 12:55:04.807151,18092.50419827283,18092.50419827283,17953.2039127571,18074.905154609405,4894899.8709442075
2025-02-12 13:00:04.807151,18083.956407769238,18083.956407769238,18067.008501873785,18074.216500549654,2962945.6059525814
2025-02-12 13:05:04.807151,18078.27462955323,18090.848046418614,17970.63217755958,18075.6129483235,3549115.5608553104
2025-02-12 13:10:04.807151,18079.821132193883,18190.881847916342,18028.370124714507,18077.360363826716,2868571.314501875
2025-02-12 13:15:04.807151,18073.608746158574,18145.297259974064,18071.97775596306,18078.07445006187,3703408.5196376503
2025-02-12 13:20:04.807151,18101.911140819077,18106.85737389137,18067.426309572464,18080.004489523628,3743474.3742387714
2025-02-12 13:25:04.807151,18100.645777224272,18100.645777224272,18022.511820425174,18081.112777665705,2520579.724537008
2025-02-12 13:30:04.807151,18074.507347807426,18085.148423996794,18018.890440719435,18083.600368643365,4181455.441089506
2025-02-12 13:35:04.807151,18086.58285743381,18113.608169728763,18056.16155376627,18081.982199215534,3868487.767664291
2025-02-12 13:40:04.807151,18074.81141803529,18142.30963785945,18023.03293099813,18082.312466979143,2697335.9660036983
2025-02-12 13:45:04.807151,18126.89533889817,18126.89533889817,18021.264305659217,18083.126776980804,5401898.776303022
2025-02-12 13:50:04.807151,18078.511570835122,18148.039803455944,18063.157305041907,18081.038452370172,2647548.3171258806
2025-02-12 13:55:04.807151,18102.65053785977,18102.65053785977,18047.66041397973,18080.41099630493,2258614.4970079013
2025-02-12 14:00:04.807151,18128.853242426794,18128.853242426794,18053.394103001472,18080.358704943472,5565367.236222544
2025-02-12 14:05:04.807151,18086.089175107496,18136.351276538964,18041.465863624722,18082.057846315274,2344404.424553732
2025-02-12 14:10:04.807151,18050.560683913103,18189.752530967602,18050.560683913103,18082.186718169338,5000970.566372618
2025-02-12 14:15:04.807151,18109.49497848034,18109.49497848034,18060.865265991844,18082.43113581424,9482078.87998676
2025-02-12 14:20:04.807151,18073.17758255988,18099.981086800362,18073.17758255988,18083.856713079585,6729777.300527989
2025-02-12 14:25:04.807151,18071.432850545116,18116.258026505435,18011.97891639314,18083.346549695052,3058366.9560093195
2025-02-12 14:30:04.807151,18115.52177870758,18142.723149074107,18046.839812781483,18082.666303694325,2901447.962416325
2025-02-12 14:35:04.807151,18059.129959179103,18120.84838583295,17967.85195841179,18083.30304193712,6506503.111028686
2025-02-12 14:40:04.807151,18109.24626488222,18147.558457202664,18012.112375190645,18083.18120315598,4590306.416727645
2025-02-12 14:45:04.807151,18079.134209763677,18099.788628865124,18079.134209763677,18083.33450394566,1830828.971881897
2025-02-12 14:50:04.807151,18049.826439795204,18162.094914263507,18049.826439795204,18084.478886892703,5789196.261849794
2025-02-12 14:55:04.807151,18100.46627346484,18115.28930336385,18043.16311611481,18085.940758774323,3754739.3502520863
2025-02-12 15:00:04.807151,18045.217354071927,18127.449937502286,17985.331652672092,18087.542632981276,4481401.030729839
2025-02-12 15:05:04.807151,18086.713146146525,18091.98413338665,18045.228953738555,18089.666314214868,4641698.091516328
2025-02-12 15:10:04.807151,18060.099391790496,18153.453539396814,18060.099391790496,18092.317183746196,5004312.427535161
2025-02-12 15:15:04.807151,18086.38169662519,18166.274446251577,18078.515977620442,18089.432466230104,12285422.67207317
2025-02-12 15:20:04.807151,18102.04077341162,18131.610941337123,18073.238777017967,18091.288018779425,9239109.941220963
2025-02-12 15:25:04.807151,18098.933597716652,18144.984317513517,17998.88760797558,18091.114935079862,2038010.4538376327
2025-02-12 15:30:04.807151,18094.877715699742,18196.37646165025,17992.612852502607,18090.91608886749,5382758.536857147
2025-02-13 09:15:04.807151,18109.174320993625,18110.558936246558,18089.214840301793,18092.433250556915,2241979.4101377907
2025-02-13 09:20:04.807151,18092.432553003026,18104.62599368919,17964.121627486522,18091.226336719617,9528071.021800201
2025-02-13 09:25:04.807151,18087.312276388784,18181.29933638862,18070.096312168116,18090.001146678373,8623353.872794664
2025-02-13 09:30:04.807151,18095.162470293344,18134.929474853452,18007.493330700858,18091.67796390355,3386136.5399199156
2025-02-13 09:35:04.807151,18079.708864561788,18136.602053990664,18054.282759620284,18093.24422555783,4506557.171545587
2025-02-13 09:40:04.807151,18108.85541370173,18108.85541370173,18012.13806573945,18094.34300329665,7383277.290823819
2025-02-13 09:45:04.807151,18095.62124692482,18173.679335529243,18083.95984257517,18094.083330001384,4309769.988075361
2025-02-13 09:50:04.807151,18107.034701649423,18154.09174232153,18065.33366619971,18095.735063602006,3516958.474165258
2025-02-13 09:55:04.807151,18092.52640026378,18117.017305352736,18061.15484135419,18097.45530722579,4681594.886568877
2025-02-13 10:00:04.807151,18106.48560866511,18143.509387163518,18077.054926634308,18098.475810063144,9071092.879042597
2025-02-13 10:05:04.807151,18110.512293240776,18182.513308017176,17973.474621280082,18097.903410733954,2063609.1910237914
2025-02-13 10:10:04.807151,18061.356236069147,18118.91835237931,18061.356236069147,18098.361772463173,2840511.7860710854
2025-02-13 10:15:04.807151,18071.918039037075,18148.801978042284,18071.918039037075,18099.997837855557,3160004.729888846
2025-02-13 10:20:04.807151,18089.892757079113,18104.328251077462,18089.681858981996,18102.36515918366,10611496.203358449
2025-02-13 10:25:04.807151,18099.990479227657,18102.881213692744,18059.050724059372,18102.786507349774,8052742.145527537
2025-02-13 10:30:04.807151,18125.873836591956,18129.230330460174,18087.478818469157,18103.40116169342,2575809.0343029695
2025-02-13 10:35:04.807151,18111.619028801568,18128.837671345984,18045.40239429839,18104.144839064484,3768914.306388465
2025-02-13 10:40:04.807151,18113.618688652117,18142.987729262488,18028.773510752035,18105.303631583894,5987963.162445905
2025-02-13 10:45:04.807151,18133.216899029332,18133.467999264565,18089.50903710688,18105.631704203446,5711998.472892377
