Datetime,Open,High,Low,Close,Volume
2026-01-06 23:24:56.391482,22256.033099440512,22271.15600455031,22244.13835736519,22271.15600455031,20749
2026-01-06 23:29:56.391482,22244.08746744304,22262.366196671668,22243.068714417044,22246.671486411473,6982
2026-01-06 23:34:56.391482,22229.42342221139,22235.474419242826,22224.026571846054,22235.474419242826,70044
2026-01-06 23:39:56.391482,22244.55105266995,22251.88475026907,22222.65202789899,22222.65202789899,129456
2026-01-06 23:44:56.391482,22251.805887486382,22272.786628330156,22233.600392612978,22249.895525625336,31381
2026-01-06 23:49:56.391482,22257.076406824144,22269.84195331486,22255.278879889236,22256.323236488384,123476
2026-01-06 23:54:56.391482,22255.16189339676,22268.817287591733,22247.940513711812,22255.080548892613,142536
2026-01-06 23:59:56.391482,22265.642437314214,22278.985588067262,22248.581666451653,22264.990836258767,104139
2026-01-07 00:04:56.391482,22236.322752532295,22251.643341743373,22224.931788062673,22247.080766633608,138872
2026-01-07 00:09:56.391482,22237.651293526662,22256.455111960408,22237.491290845403,22246.19601700836,105494
2026-01-07 00:14:56.391482,22203.287668162717,22210.094162348254,22188.14342337852,22200.293532252887,110779
2026-01-07 00:19:56.391482,22163.149691237362,22182.77543003328,22150.322460796895,22171.308707853223,116332
2026-01-07 00:24:56.391482,22192.407063421284,22195.504470991833,22182.20133349597,22182.20133349597,60879
2026-01-07 00:29:56.391482,22207.494517074276,22224.72411872982,22192.037286046743,22192.037286046743,80928
2026-01-07 00:34:56.391482,22232.265169360373,22236.84960185211,22210.991325691233,22221.402166112806,142445
2026-01-07 00:39:56.391482,22219.00962241478,22240.803944059007,22211.075129246132,22240.803944059007,42953
2026-01-07 00:44:56.391482,22217.489964890636,22223.174908668196,22204.280839587645,22223.174908668196,43336
2026-01-07 00:49:56.391482,22232.80119280594,22247.409303715423,22219.34152150737,22226.255461756413,83113
2026-01-07 00:54:56.391482,22210.308430982488,22223.168212657456,22194.302725755184,22221.323335444,32812
2026-01-07 00:59:56.391482,22191.718213397187,22195.49632583757,22176.53310938723,22176.53310938723,23477
2026-01-07 01:04:56.391482,22200.74324332413,22224.68265501529,22181.406802668276,22224.68265501529,55678
2026-01-07 01:09:56.391482,22160.10180662152,22169.87117342225,22154.879188546867,22163.96877900082,92407
2026-01-07 01:14:56.391482,22177.259088527648,22192.180269148772,22158.546156595377,22192.180269148772,103025
2026-01-07 01:19:56.391482,22190.506886365027,22198.331101775613,22185.931868569278,22198.331101775613,67648
2026-01-07 01:24:56.391482,22190.78058241776,22202.58975649816,22187.41533913268,22202.58975649816,27937
2026-01-07 01:29:56.391482,22210.650657826558,22215.781489522644,22203.142203097537,22215.781489522644,124511
2026-01-07 01:34:56.391482,22212.227285008015,22228.651237764483,22199.783201664202,22215.75074106991,60535
2026-01-07 01:39:56.391482,22252.154781081594,22254.362799827428,22234.50130012616,22242.992470857844,17921
2026-01-07 01:44:56.391482,22253.714922710264,22272.060090999323,22237.294558935122,22262.348818134968,31554
2026-01-07 01:49:56.391482,22270.44517728252,22281.61013940957,22267.90629161119,22281.61013940957,74696
2026-01-07 01:54:56.391482,22262.977040248297,22284.99110605057,22252.642149712516,22257.154223537353,131790
2026-01-07 01:59:56.391482,22249.572151015123,22270.86508160425,22234.803954115097,22253.357324262382,10140
2026-01-07 02:04:56.391482,22270.31848884924,22280.614716962944,22251.74796520521,22264.4069336545,9935
2026-01-07 02:09:56.391482,22267.982281740202,22276.784273143356,22253.002879824602,22271.088729494415,33057
2026-01-07 02:14:56.391482,22279.770348993647,22289.150198308376,22263.781959982396,22263.781959982396,127473
2026-01-07 02:19:56.391482,22266.744053254642,22286.809181986686,22246.9862007116,22286.39252417977,143995
2026-01-07 02:24:56.391482,22272.25843023101,22275.14834583706,22251.712721283224,22251.712721283224,146421
2026-01-07 02:29:56.391482,22301.8441500624,22315.598997917317,22290.61401748396,22315.598997917317,85884
2026-01-07 02:34:56.391482,22308.718309773754,22316.79113413389,22303.692092281137,22304.28732852117,92303
2026-01-07 02:39:56.391482,22306.182364835353,22326.060993767966,22303.446882159747,22308.5463208202,82082
2026-01-07 02:44:56.391482,22341.91747216156,22369.34260880684,22324.02984802681,22369.34260880684,61320
2026-01-07 02:49:56.391482,22355.69430248314,22364.175380584056,22348.93203839213,22348.93203839213,131334
2026-01-07 02:54:56.391482,22379.35799650373,22385.940145511264,22366.73994103356,22373.91291739514,8331
2026-01-07 02:59:56.391482,22392.571350183112,22403.99498573454,22382.6535808817,22382.6535808817,127771
2026-01-07 03:04:56.391482,22407.800404550115,22410.517029747658,22405.2490531097,22410.517029747658,86008
2026-01-07 03:09:56.391482,22385.794488344513,22389.411277660656,22364.602136247966,22382.749571925786,50690
2026-01-07 03:14:56.391482,22365.36980155466,22376.051173892964,22352.373559170937,22376.051173892964,88657
2026-01-07 03:19:56.391482,22395.689417959285,22402.6196828887,22368.828618513366,22368.828618513366,23479
2026-01-07 03:24:56.391482,22397.956265990822,22407.283405386483,22380.33870225514,22380.33870225514,99138
2026-01-07 03:29:56.391482,22386.301260124557,22399.05244985244,22377.84941630125,22399.05244985244,71082
2026-01-07 03:34:56.391482,22384.61210532763,22401.99268551063,22365.19415478761,22369.057485315192,121403
2026-01-07 03:39:56.391482,22370.045144456588,22375.151932584235,22355.190702205557,22363.1322871543,84885
2026-01-07 03:44:56.391482,22376.27156446237,22385.049481792605,22359.745198700588,22369.491444147036,13286
2026-01-07 03:49:56.391482,22364.919795269645,22381.99485471064,22345.960425618756,22345.960425618756,51911
2026-01-07 03:54:56.391482,22365.16334313234,22375.342557304673,22356.517420142227,22363.93175232824,125043
2026-01-07 03:59:56.391482,22377.633507932103,22394.233721053486,22360.162054423843,22385.23470697893,114967
2026-01-07 04:04:56.391482,22369.843598473,22376.30934587755,22348.93421502995,22348.93421502995,109210
2026-01-07 04:09:56.391482,22384.821918506248,22393.15626124286,22376.7381913438,22379.386961651257,37117
2026-01-07 04:14:56.391482,22382.8062868259,22397.745184489115,22363.946502550185,22363.946502550185,55286
2026-01-07 04:19:56.391482,22350.502508260728,22364.52690130615,22326.474938759864,22326.474938759864,138477
2026-01-07 04:24:56.391482,22321.638423574554,22338.70143813633,22309.396058542774,22309.396058542774,28237
2026-01-07 04:29:56.391482,22316.935015682244,22328.485497232003,22308.95170376835,22313.18350754888,39905
2026-01-07 04:34:56.391482,22338.168552993153,22339.371335157528,22326.46787269998,22336.637675936618,50911
2026-01-07 04:39:56.391482,22331.976294492084,22351.029853459608,22325.111910582877,22332.57964286032,93745
2026-01-07 04:44:56.391482,22311.90858814857,22322.853974803424,22293.478807396496,22322.853974803424,141420
2026-01-07 04:49:56.391482,22335.14640289039,22335.376777555903,22317.198873080382,22330.900674519293,68352
2026-01-07 04:54:56.391482,22301.69747091694,22302.43997097222,22280.02655674745,22288.451360819636,65337
2026-01-07 04:59:56.391482,22305.837680458488,22323.52530839303,22299.110030142198,22299.110030142198,130888
2026-01-07 05:04:56.391482,22293.862521792485,22306.11792227646,22271.87897704933,22287.208521638495,122648
2026-01-07 05:09:56.391482,22286.19644283002,22297.26125290381,22285.205542684787,22295.684336481587,54968
2026-01-07 05:14:56.391482,22282.833221083638,22299.527767494175,22261.857584384656,22265.80140273599,80069
2026-01-07 05:19:56.391482,22256.746033486506,22274.164541156264,22237.00741336602,22262.177229740886,39315
2026-01-07 05:24:56.391482,22230.537986817228,22245.643423137204,22223.61326625537,22238.62854681901,95751
2026-01-07 05:29:56.391482,22252.654800154454,22255.302825695777,22244.612337844646,22244.612337844646,67425
2026-01-07 05:34:56.391482,22258.837696040297,22260.564211911933,22244.223456902448,22249.653385676604,27657
2026-01-07 05:39:56.391482,22282.18504370144,22286.031341369286,22261.555496385998,22280.668998037927,62773
2026-01-07 05:44:56.391482,22294.944887655653,22306.381645025645,22281.207887610195,22302.8770946649,126978
2026-01-07 05:49:56.391482,22285.3781805606,22292.998889972845,22275.029864894044,22275.029864894044,9730
2026-01-07 05:54:56.391482,22273.149841904058,22285.67866168013,22260.526871568018,22277.594846451288,83783
2026-01-07 05:59:56.391482,22267.696955046522,22279.513175470554,22257.950213351218,22262.983968912955,83566
2026-01-07 06:04:56.391482,22290.81146687846,22312.01081240925,22273.390999300067,22297.057675741187,9988
2026-01-07 06:09:56.391482,22284.19520402584,22288.6088541894,22269.995473923544,22280.117756012267,38400
2026-01-07 06:14:56.391482,22285.553677718526,22298.885286850647,22269.752685920346,22269.752685920346,17499
2026-01-07 06:19:56.391482,22297.215446688664,22304.325182271998,22279.865723346138,22282.995654949445,53874
2026-01-07 06:24:56.391482,22306.832865706034,22312.19650930032,22301.31943299257,22310.25236218107,61201
2026-01-07 06:29:56.391482,22324.235480554926,22336.569421519205,22316.56562254719,22331.555722637615,116701
2026-01-07 06:34:56.391482,22342.450480978132,22360.048662919253,22339.289018158473,22347.89894572822,96497
2026-01-07 06:39:56.391482,22306.926135360914,22324.95314959347,22292.34126888708,22292.34126888708,84815
2026-01-07 06:44:56.391482,22319.875284032372,22333.845858758654,22305.821794561754,22317.48403141959,103914
2026-01-07 06:49:56.391482,22297.026753433973,22304.74609027592,22297.026328208558,22304.74609027592,58714
2026-01-07 06:54:56.391482,22279.92602410535,22284.29957258319,22266.08190786051,22266.08190786051,139530
2026-01-07 06:59:56.391482,22224.709410778698,22245.340014179965,22205.371003255023,22216.93683589219,124892
2026-01-07 07:04:56.391482,22247.769009945136,22256.130164749997,22230.2142138126,22249.8833115556,101924
2026-01-07 07:09:56.391482,22262.197229374124,22280.54846520657,22252.684274387433,22269.702038787476,144952
2026-01-07 07:14:56.391482,22260.986683720395,22269.754070118564,22241.276876139156,22260.172191569276,20044
2026-01-07 07:19:56.391482,22229.165238724152,22240.24333105443,22224.496455104578,22236.74132386719,102165
2026-01-07 07:24:56.391482,22257.385990642244,22267.34783134097,22240.940200638044,22267.34783134097,131911
2026-01-07 07:29:56.391482,22237.295874418083,22261.863544784446,22223.199280591445,22261.863544784446,30563
2026-01-07 07:34:56.391482,22211.05575770818,22231.91775598189,22205.035999261167,22231.91775598189,62534
2026-01-07 07:39:56.391482,22212.528078031813,22230.447910745657,22211.65978128873,22230.447910745657,39582
2026-01-07 07:44:56.391482,22234.769845477487,22237.49099275103,22216.63267036289,22227.41008061353,54173
2026-01-07 07:49:56.391482,22191.20983317935,22200.401025352305,22174.450466206235,22179.89693407033,90763
2026-01-07 07:54:56.391482,22198.142480035563,22203.01250279862,22178.57651914785,22187.32666435119,84658
2026-01-07 07:59:56.391482,22176.314504290014,22197.673849666968,22157.311049864722,22168.796266341542,41260
2026-01-07 08:04:56.391482,22160.253263829156,22180.41666033407,22139.128678068548,22170.984765257283,46541
2026-01-07 08:09:56.391482,22183.176200660368,22199.826556669064,22162.56695081639,22183.693485140448,112823
2026-01-07 08:14:56.391482,22206.19085311525,22228.137509846107,22188.378364470525,22199.116241651616,38900
2026-01-07 08:19:56.391482,22221.52608848828,22243.242837908525,22212.361273325812,22223.698580725162,43007
2026-01-07 08:24:56.391482,22239.911346202596,22251.664178673273,22230.559107220677,22251.664178673273,45135
2026-01-07 08:29:56.391482,22286.750655755957,22295.53229066901,22268.613895635262,22284.1556136125,56080
2026-01-07 08:34:56.391482,22273.394371215792,22292.62838759022,22258.452397666042,22273.541282833747,20437
2026-01-07 08:39:56.391482,22291.068890474853,22311.67679062265,22280.70921191137,22295.465283239617,100864
2026-01-07 08:44:56.391482,22282.30569738414,22299.383451569047,22276.75071186725,22279.903114426113,16647
2026-01-07 08:49:56.391482,22286.78194504843,22289.873199803147,22271.255169255317,22271.255169255317,104417
2026-01-07 08:54:56.391482,22292.621297467387,22305.02099099745,22286.894716018,22291.50743580787,71983
2026-01-07 08:59:56.391482,22312.181207124595,22325.222006528402,22296.405566819303,22321.101791111585,22816
2026-01-07 09:04:56.391482,22311.780458524438,22328.986531211092,22296.024876373,22324.268353928597,79148
2026-01-07 09:09:56.391482,22324.939338716616,22325.58405775008,22311.151504841775,22321.195465155004,55399
2026-01-07 09:14:56.391482,22324.976286636902,22344.52317996705,22321.578240510582,22328.862572851413,106965
2026-01-07 09:19:56.391482,22354.407124473,22382.275479105258,22333.83545483406,22382.275479105258,125616
2026-01-07 09:24:56.391482,22369.69518426558,22380.486709848607,22363.558170731372,22380.486709848607,36185
2026-01-07 09:29:56.391482,22377.29702642025,22391.823979388515,22362.81321643352,22391.823979388515,42737
2026-01-07 09:34:56.391482,22360.849378908642,22379.467863368074,22355.17277025801,22373.783215242493,76250
2026-01-07 09:39:56.391482,22391.461143060318,22395.682908225917,22372.12320817455,22395.682908225917,50010
2026-01-07 09:44:56.391482,22382.296779979606,22403.90058605263,22366.405360995323,22393.546334488332,5971
2026-01-07 09:49:56.391482,22444.934882306068,22456.948307516905,22427.359946760364,22453.564005179764,68666
2026-01-07 09:54:56.391482,22429.490670765885,22438.716742273795,22410.09027758142,22430.831430912942,85787
2026-01-07 09:59:56.391482,22397.45829615224,22412.416151713245,22386.71845308841,22412.416151713245,129296
2026-01-07 10:04:56.391482,22420.136022514638,22425.581245916288,22404.313372185446,22404.313372185446,133090
2026-01-07 10:09:56.391482,22441.83841660732,22449.3467678407,22438.540300143515,22445.50851255583,38218
2026-01-07 10:14:56.391482,22441.584281453037,22448.17466106921,22425.337346069206,22434.764702607903,33331
2026-01-07 10:19:56.391482,22466.05541490196,22474.915581048564,22457.90538600924,22474.915581048564,148157
2026-01-07 10:24:56.391482,22464.581745853946,22468.699836807275,22458.148762208817,22467.579626768147,145060
2026-01-07 10:29:56.391482,22499.48041258202,22504.577505618785,22485.59288849663,22504.577505618785,45119
2026-01-07 10:34:56.391482,22469.298404073943,22488.49137350676,22457.949855019757,22470.20845707009,7067
2026-01-07 10:39:56.391482,22445.87449933723,22465.947229677804,22424.57535722999,22465.947229677804,19614
2026-01-07 10:44:56.391482,22456.006055316986,22467.19532273735,22439.344102557552,22462.867273303924,148931
2026-01-07 10:49:56.391482,22454.979514209066,22466.865022959493,22446.93797307747,22456.679142472323,138546
2026-01-07 10:54:56.391482,22435.41284293734,22438.42680865397,22425.195512234688,22433.92350516029,85124
2026-01-07 10:59:56.391482,22430.243487508757,22437.755353603192,22411.213559117044,22411.799435228255,123858
2026-01-07 11:04:56.391482,22448.76647462465,22465.64046194371,22444.353592973635,22446.583029421057,81218
2026-01-07 11:09:56.391482,22419.057399285695,22431.528029958914,22402.22753611394,22402.22753611394,66372
2026-01-07 11:14:56.391482,22430.970060865933,22441.531186770804,22427.78160483086,22427.78160483086,94372
2026-01-07 11:19:56.391482,22425.704944918452,22440.9856121802,22412.787558152588,22412.787558152588,130175
2026-01-07 11:24:56.391482,22426.157719550843,22443.961113697907,22417.0281962534,22436.207552915577,54916
2026-01-07 11:29:56.391482,22407.91830617543,22417.92925624722,22395.87844529677,22395.87844529677,63254
2026-01-07 11:34:56.391482,22433.363855774944,22436.61350010452,22414.675694707767,22428.947854088674,23355
2026-01-07 11:39:56.391482,22458.921686639496,22488.031498580494,22455.131654471734,22488.031498580494,132913
2026-01-07 11:44:56.391482,22438.636789099313,22448.99941614726,22418.945915988174,22448.99941614726,21590
2026-01-07 11:49:56.391482,22427.16008445853,22446.568046927783,22423.650018572167,22441.42947004882,13767
2026-01-07 11:54:56.391482,22422.084404718316,22423.79685219434,22409.710017665522,22409.710017665522,122930
2026-01-07 11:59:56.391482,22388.28259536978,22398.60752698322,22373.183280461475,22374.44528545014,66581
2026-01-07 12:04:56.391482,22432.077423598177,22435.29184602368,22414.354870377447,22428.266279884985,8254
2026-01-07 12:09:56.391482,22440.799870720864,22459.607204745484,22429.725797671057,22444.184711247934,124807
2026-01-07 12:14:56.391482,22440.577276854823,22454.599613108436,22435.78491951701,22454.36090282384,24122
2026-01-07 12:19:56.391482,22441.885446699252,22475.7533832811,22430.16545039677,22475.7533832811,42756
2026-01-07 12:24:56.391482,22451.035724254576,22470.06826435281,22437.968646903584,22458.661705980896,6884
2026-01-07 12:29:56.391482,22458.57430233753,22480.977993498258,22441.302100238827,22441.302100238827,55469
2026-01-07 12:34:56.391482,22418.952311458215,22438.56350664437,22405.409119657383,22405.409119657383,132145
2026-01-07 12:39:56.391482,22392.09913316629,22394.931225282755,22381.61847402949,22381.61847402949,118711
2026-01-07 12:44:56.391482,22408.969531083287,22430.509933699188,22388.53847601401,22414.82717397691,123464
2026-01-07 12:49:56.391482,22385.23575944639,22398.369028261943,22366.78810696036,22392.05200885372,70210
2026-01-07 12:54:56.391482,22438.467928646598,22456.46882870419,22436.000556552903,22456.46882870419,65030
2026-01-07 12:59:56.391482,22439.903799420168,22453.412696546722,22420.31348711593,22438.006902421028,125916
2026-01-07 13:04:56.391482,22446.809049002757,22448.69605865827,22443.451702822666,22443.451702822666,50631
2026-01-07 13:09:56.391482,22484.703078607712,22506.02442519539,22479.809035282276,22480.321962167927,114013
2026-01-07 13:14:56.391482,22486.035113178674,22507.414872121506,22478.93163666253,22488.529105835958,7963
2026-01-07 13:19:56.391482,22491.473751648602,22507.723277570887,22490.103507542222,22500.44251068013,64461
2026-01-07 13:24:56.391482,22465.051010488998,22485.883216607002,22439.604615558233,22439.604615558233,47686
2026-01-07 13:29:56.391482,22484.661975569994,22498.26796912557,22462.92196491371,22482.03926657367,104365
2026-01-07 13:34:56.391482,22493.65571899965,22511.549439411818,22473.188037770604,22503.40461608135,74458
2026-01-07 13:39:56.391482,22494.392339142214,22500.123250529323,22486.38056310135,22486.38056310135,50704
2026-01-07 13:44:56.391482,22490.31085055888,22494.68226919428,22473.681125399176,22494.68226919428,109070
2026-01-07 13:49:56.391482,22492.85731662567,22512.639988467836,22487.42985625096,22501.086759459147,26574
2026-01-07 13:54:56.391482,22463.511855815053,22474.30012144488,22449.925020340175,22463.958819047213,115284
2026-01-07 13:59:56.391482,22453.59432748912,22467.18062415501,22452.76470523443,22467.18062415501,132545
2026-01-07 14:04:56.391482,22440.775662354623,22454.06836671311,22435.11366084319,22453.230108082178,98388
2026-01-07 14:09:56.391482,22435.422821050655,22449.350124125558,22424.35340102074,22427.644555835384,135868
2026-01-07 14:14:56.391482,22458.539994895647,22466.683781992182,22453.720089296243,22453.720089296243,56822
2026-01-07 14:19:56.391482,22506.042657093694,22521.51758290347,22487.78000754533,22487.78000754533,71069
2026-01-07 14:24:56.391482,22516.969223376112,22538.7785839811,22514.780057551558,22526.49915616432,146793
2026-01-07 14:29:56.391482,22496.769549042507,22515.657520390043,22477.78359341332,22479.031205358773,41655
2026-01-07 14:34:56.391482,22495.984884397705,22499.830774440055,22479.01251433299,22495.16607690657,21401
2026-01-07 14:39:56.391482,22485.49037111339,22507.187203173078,22480.249625891392,22481.276181340854,97358
2026-01-07 14:44:56.391482,22446.399669497037,22465.412528388137,22433.736935305045,22449.766961346846,115658
2026-01-07 14:49:56.391482,22449.938180072513,22462.766278891508,22437.027916269977,22444.943673909675,133001
2026-01-07 14:54:56.391482,22446.607474223005,22464.580294531217,22434.415346464466,22453.699513753374,80302
2026-01-07 14:59:56.391482,22446.50680847815,22465.677201633887,22431.080602240534,22435.854123353263,123164
2026-01-07 15:04:56.391482,22439.100036752046,22447.658254024835,22437.78730729408,22437.78730729408,88480
2026-01-07 15:09:56.391482,22434.047748173805,22442.282688695745,22423.822571684836,22441.61260701068,108298
2026-01-07 15:14:56.391482,22433.858238595694,22443.33975232339,22430.025018958717,22443.33975232339,69964
2026-01-07 15:19:56.391482,22428.616536655685,22435.818780654066,22420.64442725762,22435.818780654066,82664
2026-01-07 15:24:56.391482,22438.549190870744,22455.820499409056,22420.510899710207,22455.820499409056,52219
2026-01-07 15:29:56.391482,22421.10917544121,22433.52597793682,22415.41790576763,22419.578660870422,43329
2026-01-07 15:34:56.391482,22423.951300371657,22427.69991792636,22403.781514269995,22416.334459973998,134485
2026-01-07 15:39:56.391482,22380.538486569054,22400.809214843135,22363.08529783835,22375.277446102682,23525
2026-01-07 15:44:56.391482,22356.514164039672,22378.418623119018,22334.72422105507,22334.72422105507,95998
2026-01-07 15:49:56.391482,22343.84935781023,22356.876394527117,22331.559939751514,22343.51694133737,146039
2026-01-07 15:54:56.391482,22341.81815374401,22349.146259789428,22319.975325453306,22319.975325453306,132972
2026-01-07 15:59:56.391482,22351.600476039777,22373.10368731932,22351.571559679527,22361.76783569984,112451
2026-01-07 16:04:56.391482,22380.01313706024,22386.362865234387,22360.78136349726,22377.652945221427,62712
2026-01-07 16:09:56.391482,22377.77716468323,22391.984669738,22357.66078627619,22372.870330937112,28506
2026-01-07 16:14:56.391482,22377.891831487366,22394.762566028425,22368.31590742677,22389.67931700484,86169
2026-01-07 16:19:56.391482,22379.195038400692,22394.53791691133,22362.428237527845,22392.553212506285,126357
2026-01-07 16:24:56.391482,22375.557690035894,22379.743018537436,22363.28279609652,22363.28279609652,56676
2026-01-07 16:29:56.391482,22339.114886494306,22358.038980089685,22328.891845572904,22338.85377487146,38983
2026-01-07 16:34:56.391482,22364.372777693294,22371.867759027966,22353.70910608449,22371.867759027966,54483
2026-01-07 16:39:56.391482,22345.70115100232,22363.67603718893,22325.119017408873,22363.67603718893,55685
2026-01-07 16:44:56.391482,22357.900396073608,22373.51481423749,22345.283767680477,22347.847046728642,106570
2026-01-07 16:49:56.391482,22327.79895057974,22331.14913571316,22321.679549460416,22321.679549460416,122153
2026-01-07 16:54:56.391482,22323.38929979204,22339.15389240086,22319.156940176617,22339.15389240086,72836
2026-01-07 16:59:56.391482,22308.3951737115,22327.60587278374,22294.580975082088,22298.51410112291,73665
2026-01-07 17:04:56.391482,22335.39169764946,22347.86749645804,22323.535504904037,22324.927275063874,130955
